# Constructed from biom file
#OTU ID	MengyiA	MengyiB	MengyiC	MengyiD	MengyiE	MengyiF	MengyiG	MengyiH
fe79865e8e1535a8b38d899d5c2a9bfd	0.0	0.0	0.0	0.0	222.0	0.0	0.0	0.0
32b791e2f8af62f7e65eea39e5a7c47c	0.0	0.0	0.0	0.0	205.0	0.0	0.0	0.0
4b247da31884fef6a0524f39b23358a5	0.0	0.0	0.0	0.0	248.0	0.0	0.0	0.0
3260d403a8bb679cfc70d54f7edf72a7	0.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0
8d717f501c5c78238d12a405e60aaf8a	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0
4a792df93cf54591ec11a53b59e4ba6e	0.0	0.0	0.0	163.0	16.0	0.0	0.0	0.0
b99cf09003c264938272df90a6358eee	0.0	0.0	0.0	0.0	150.0	0.0	0.0	0.0
db064e2c81c790f5d63f0b3f523b2cf9	0.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0
e7dc57f99c96419c3962dfa275f0945b	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0
45ced4b240fc3da2842e03fcb5ff1412	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0
1e539493c0f3b48e1fa93e90864bd16f	0.0	0.0	0.0	0.0	177.0	0.0	0.0	0.0
f86d3e6d19706622fbf17e9cecd80797	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0
1f954bbd1d91e57a4f3e1da74f114007	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0
b84d6f9f10d59c7eac755c86ac44b80f	0.0	16.0	0.0	0.0	130.0	0.0	0.0	0.0
6fd896569be1a47d2b79b03c136debe7	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0
3dde1d0b747175b627e0b4adcf0f5982	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0
b2dd1c40b823af719b9c58ad3f8ca4ca	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0
dfed8111f4b13e41bdb1c371c0a1e56e	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0
8d06c1ddcc5e3795b6cffc4a65f7a150	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0
33fee0334df38078f4519aac0d9a2e65	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0
1d5c9d16beededf2bd4a17bbc736725a	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0
4558e390ee2f4f04c49d306b47ef86a4	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0
2ad97a57121b30fecf255777b6935d6d	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0
200e099a38f0caa0366f04e7ccd5e678	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0
89a6cf9e16939c8487265649c1da4cc7	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0
68a675a72837ae33ad01ae391b935512	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0
030b112b3ba46cd6ac9415c9eec2cc1d	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
53fa1405dec47a669f66aca7ff1af8a8	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0
98ca09733eb3565bf909cb46e8b69e58	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0
1cbd4a8a7e037e6ea3baacc10ac6e08e	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
6ff36c9c470cf4f4cac1a788acaff79a	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0
c11b0cdffcf9242f7d26ae6164eb29a1	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0
9c048c2352766ccefb8d1c1fbcc56cf6	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
d97927577054486f77a513070c060b06	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
d25b0cde0dabd8b9c03b9e04f1c10477	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
fa5db9f7c14d3d6057abb214fc696ef0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
a9e6a457da6b9b093cb2208d1bba5952	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
0e5ebdb4cd426f308dbf1307e041621f	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
4d524f7dd22944abd8b487dea283eec7	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
0acdf74bc5ef282d29e05207f0537b9d	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0
10cc6b0bffbf6319275513c5272421a2	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
98906e38db8e05a595f3c0efb3021003	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
d6f62f9a9f62ae49c42ac211013988a1	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
e8d29dcfa3b4868a07e2261010a34b7f	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
b24bc5344f3e086663c5be48a8d57118	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
2ea3b1ab156d32b563bf7180bb19f335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
bf4fd261265e5963aa97cb764923f27d	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
aad65ff187c011e63d9c20d0d81b100a	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
93c397b5abc9f7f7fc8d2460bb1c4d04	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
af86c4685c91fd9da9baec8cc040917b	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
cefbc788650bfb925f051f928d5f30d1	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
ae127b6aaf52dbdee98c532bff7c8d20	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
e9d861af223ec70c9c687f0fc06619d1	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
89c20bb4d492cbe0317900f23e75b213	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
1bddd7b7848a6f6cd8253b1a6ef295b1	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
675807aba6e83c8d961220575d86b5b8	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
a3db48837945caba6575a4856eda7a01	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
e8b5bc2e2a71c93c6f9c41fee4626b26	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
50e35ad0c0a1737eb62982c6b1deead1	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
62fcda2c323172511f06f7c7f3594538	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
977f17a22f157e57b025e69ab5a5e522	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
69a5765884d906e722dc8d2125fc6a37	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
5f3c7636d0f6baff58d9eff70513ea4d	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
1b3753029acde9bf8c79555f4589fcb0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0
883b52efd1c488ac04d8a83dc33678d4	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
ff1aed28982b23c081c44685b2868c73	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
425b5abf1f1c75c19db802b3beb9d929	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
609b7d926ed7620c97b47fa7244a7af9	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
00241b0202e303fcb4794fe4046461fd	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
560459f43a06622626b62b9ae179c833	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
8054c7e629523d0c03dc600a80ece3f9	0.0	5.0	0.0	5.0	0.0	0.0	0.0	2.0
fd761e2cce10eaab502ace963dc8050a	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
e2d38907fc5dd1c26fbbdedf238adae6	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
da7fe9d8513f9a44b684279ee4d85c02	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
1f6a4609ac9cc92acc74f7d6443a2e4e	0.0	0.0	0.0	0.0	6.0	0.0	0.0	12.0
021a94675426bc9521d5933391782099	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
eb17d9ec2dddd28c5902c1b6eac15144	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
0d6df6dce2730708f2011d8d73939f08	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
0665f8180986eedad07413ec35695565	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
1575a9af0e2ee9fa5e372ba5985f90bf	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
fbc0a4c88ab182f484b4ca3647446831	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
9de09f6ff4f08e81922e51bf57f04727	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
588976c30cc63646864e9524b35eec3d	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
767eec018061983ef95a9feb770b1269	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
6fcc3f41f796d76e8e237913cdad7446	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
8312cbfb688f2bbad3d4655924817ea9	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
b84e59d6349ac376f856609d1570dad0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
161eaeb1be962ee63f8a91d03fa566ad	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
f6bd5e1526020af09a1fb4a656391a6f	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
4a77a292868c3bc773b60b6cf485fe39	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
3c02c87dbcc033cb0145bf23a29aa5be	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
5156cce7773ce4bc4894290039ed30a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
417fd1bccd3592b2ad0b034df1d901f5	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
71cc8f4c6fc9315e2e88d4ab90cc0529	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
b81f088c6b4ba45965cbc870c4ed72fe	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
a695e2316087e4ae8605284b7fb1935e	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
c5c49067665a285fc9f110457a7fa1cb	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
e83445758ff3190a38f25769ed95d454	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
529ec0e0079371ff3baadc5451e57723	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
dacf64d4923a9aebf4d2c42ce4fef531	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
dd839fb564b8c7a3490f78a4f42691e7	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
9468822bdb9bf8d1d0b22c0146707a73	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
f854928f471f05cc2e63c3d7b19b3fab	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
ed5b9efb05420099f68e4dfc97aad9de	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
7431379f9337a945a079d7b69ba1bacf	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
cded652cf61b42eee45802c730107959	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
b5840f04058159f88ddfb791b5a9ed9a	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
49d934d72a47a94c796077b03499a396	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
b8a89d22d159aacd7ce1bf3147932396	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
0bc0351004a4df54c7b0640b1337d7db	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
37e3654309437bab34e791b3283adb77	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
ada81c522df77d37786ce5f2d6cc83f6	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
7966d7f426fb37572b20628560887762	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
81105976cd56579c6a1267690ff6ec15	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
35ed65cf2408d58e67ce298bec3cee2f	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
bf0e6930c1d391b0744ffebc3ba29ad7	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
fea945960a6a58605ee3698b172755ec	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
0cc17d2e77df8a31e242d39011c64935	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
2be8dd09e7f76a24603b20d01c51fd05	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
bd445c4f62d5e44ce0877439d8fa7344	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
8d538a051f32c24b64549072c208bad9	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
01aebb8870e735d1d69f1b67527ad2fb	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
cf7ad49bc3efc2b8f7672dd47429f081	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
03412b807d2f1681bb16af2195fe04dd	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
c17dc495ec7fac4acef42d36c8fb749c	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
ad765e6d39aa1c7a3811388dd6c850c6	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
37e98a8a59d8c6b298a4ab4bb599be4c	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
3fbf29737de0a6cd385b3724e9ee0535	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
826c06f8e2c19ff13ce780e59ea78d9e	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
89b2da85f8a23d8672ffc2253708b8e4	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
eb4205ca31d546cda759ab3e36d81f60	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
82d99490cafe40d46f5501147c1ef00e	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
4c7862261fdd7ea8ee6178c38e665cf7	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
205c695fec9545cddc54207c2866a5a2	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
608b84d9a364463d46fbf56f0598f925	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
e11bf2b60df0b4b929da8008d87a0ab0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
72c568e5a5b98f80b3d0126e4e34f7bc	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
94781997d19a08cd6bac98ab267e5b08	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
c5d8525527f0a00a96528ef7e735094b	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
6e1268602ba6b82660b13c9dadefc697	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
c8868e2d3094fb63f96b11e1510e0dd0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
17d5a05a66b033f7abd8b670eda3f799	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
029ecf55ab2ad0aa410842867ed52db9	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
bede3f5a6eba266e8e4f6464ae478f11	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
7588cba7227c5de6e047da6c894ada55	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
8793dff810f6959e5ef62af830fba3e3	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
948343d2ecf31179f923d8fbf6bbdc8e	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
72ac3d41738da8b9659591d5da30cd39	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
4b59199f94880ba36d33fe1fff98d588	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
4c4b056ca3a9fdfa4ad8f70fcff2e479	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
0ce8dcb0cfa30840acb6492e1df6395b	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
1b111e5ee21c4f39d0d69f48b5f25ca2	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
6432601eaa61d9c4b049d2f5289b21e7	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
7c7e62ecf9f7b684973fd9969d2fee34	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
4d4f24934ae5f0c92c445929a293456c	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
a92bcb622bb266d15498da179ff4c743	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
1491199c134759f403a82d349fcf819a	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
503f9d68de0530519ad3fec9989bf2f1	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
b96f31f182975d2a9bcf821cd60cd32b	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
d24e54fb78cb086e9d6d5c4370afdded	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
d547a7d7bbf02b1861f01736504faaaf	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
f3a8a908c6ad238271c086b9961b8f30	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
ff32456d7f5ec88c30b3dc09f0f73ce1	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
eda3997fee4401dde43e9c557f75544a	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
e7cd8e13222546409996b54101cb53eb	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
850b2de065478a905d849c3face80025	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
13bbf9e4b63447c4fb68517f398b7b93	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
b7574394b8166a79489ac84a4caff6d2	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
d01b76a4dd71886a7d0177ef172d9c76	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
906ccafce7e2ff64326c81a467b7c747	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
6a4e6d6eb1c65c3256e27df6abfe1410	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
5bc95940e1828964b302375c34d36841	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
54cd57d33371c5323437caf5e38913c5	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
71b4f7a7112402a75a69083510eefcc1	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
8ce25048d8bef9a00d8338fdbc59f212	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
737d4d25fe9f8e997e447e276c999dbf	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
c875d52afd82692bd15991aec4cb3c00	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
2602d03c51017780c3734ab56e02994d	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68109e23509059b52f419fdcb9068a3a	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
29b538c240b1ecdf563f08709cf81233	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
f4233b39f0b84a66aa9b2f5160833afb	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
6f5bbaaa5f9f2f17005bf1fad82aacf0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
e3aa8e2b68d546ede707e98b421779c9	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
249873b16134782a9343d2635691b446	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
28c039c725f2c34d2f562e41697de07f	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
4e670768a79ccc450db4a3e6d9f65d7b	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
c5f6b357bf5547c191b0d623bbc48523	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
4c7225c14bd61d418c5afc7b84f4807b	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
c897722e0272a47d5cfc32cd295d8952	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
0fe0d0c7946fc0b6ca6421398b9919ac	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
63d2c25e47405c316618c849351ec729	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
ac3f90e74b6dbfa2b782ef6a5e946c73	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
f757c98dd6c27dfddb90d60c5a97abf7	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
16a1d35fe9f5a93d745850310552e8fe	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
111ae4c9b2baefb692c219ccd46ccef0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
b31eac02c1f19e420c76629bbbda5fc0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
9c10127e4b6a701728afb27c2ce2714e	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
